orig.ident	CompositionCluster_CC	cell_type	median_ct_prop
S21_13051_5	CC8	Bcell	0.0262778630822319
S21_13051_5	CC8	C1Q_TAMs	0.107547182739338
S21_13051_5	CC8	CD4_conv	0.0335424645724796
S21_13051_5	CC8	CD8_NK	0.00495517668814332
S21_13051_5	CC8	Dendritic_cells	0.0313146896945359
S21_13051_5	CC8	Endothelial	0.0979663896932343
S21_13051_5	CC8	FCN1_TAMs	0.000836353442395052
S21_13051_5	CC8	Normal_epithelium	0.00228913610315605
S21_13051_5	CC8	PVL	0.153634795784256
S21_13051_5	CC8	SPP1_TAMs	8.34691591676461e-05
S21_13051_5	CC8	Tregs	0.0163792850350854
S21_13051_5	CC8	Tumor_epithelium	0.0360756088585789
S21_13051_5	CC8	iCAF	0.0779559591530326
S21_13051_5	CC8	mast_cells	0.0143305542642208
S21_13051_5	CC8	myCAF	0.170372810897604
S21_13051_5	CC9	Bcell	6.24969467390957e-05
S21_13051_5	CC9	C1Q_TAMs	0.0221546820719949
S21_13051_5	CC9	CD4_conv	6.45244324001611e-05
S21_13051_5	CC9	CD8_NK	0.000101008903051177
S21_13051_5	CC9	Dendritic_cells	0.00286365242929154
S21_13051_5	CC9	Endothelial	0.0178745458666963
S21_13051_5	CC9	FCN1_TAMs	0.000735278525872373
S21_13051_5	CC9	Normal_epithelium	7.78366763639683e-05
S21_13051_5	CC9	PVL	0.00742400175692746
S21_13051_5	CC9	SPP1_TAMs	6.37269148276457e-05
S21_13051_5	CC9	Tregs	0.00916308575578948
S21_13051_5	CC9	Tumor_epithelium	0.845582020787232
S21_13051_5	CC9	iCAF	0.000220809867596941
S21_13051_5	CC9	mast_cells	0.00122865967207466
S21_13051_5	CC9	myCAF	0.0545548942059353
S21_33367_A4	CC1	Bcell	0.245050017954482
S21_33367_A4	CC1	C1Q_TAMs	0.0187109509104568
S21_33367_A4	CC1	CD4_conv	0.000144190669055566
S21_33367_A4	CC1	CD8_NK	0.000202077330270477
S21_33367_A4	CC1	Dendritic_cells	0.000238343122485149
S21_33367_A4	CC1	Endothelial	0.086133590320216
S21_33367_A4	CC1	FCN1_TAMs	0.00597737815306925
S21_33367_A4	CC1	Normal_epithelium	0.0222179039371845
S21_33367_A4	CC1	PVL	0.0388187466114672
S21_33367_A4	CC1	SPP1_TAMs	0.00013648544032489
S21_33367_A4	CC1	Tregs	0.0171525036180555
S21_33367_A4	CC1	Tumor_epithelium	0.0606380145964344
S21_33367_A4	CC1	iCAF	0.0738606442847814
S21_33367_A4	CC1	mast_cells	0.0067929544483557
S21_33367_A4	CC1	myCAF	0.323190151485058
S21_33367_A4	CC10	Bcell	0.0672597864199226
S21_33367_A4	CC10	C1Q_TAMs	0.0161452576172679
S21_33367_A4	CC10	CD4_conv	0.000117887108926456
S21_33367_A4	CC10	CD8_NK	0.0137489131155847
S21_33367_A4	CC10	Dendritic_cells	0.000128316163896181
S21_33367_A4	CC10	Endothelial	0.054785964470546
S21_33367_A4	CC10	FCN1_TAMs	0.0107069878616035
S21_33367_A4	CC10	Normal_epithelium	0.505211573819707
S21_33367_A4	CC10	PVL	0.0372469687570031
S21_33367_A4	CC10	SPP1_TAMs	0.000102657030236616
S21_33367_A4	CC10	Tregs	0.00016490484969698
S21_33367_A4	CC10	Tumor_epithelium	0.0292796748782246
S21_33367_A4	CC10	iCAF	0.0489969004853185
S21_33367_A4	CC10	mast_cells	0.011022400983351
S21_33367_A4	CC10	myCAF	0.0589745762449744
S21_33367_A4	CC2	Bcell	0.000149928335154184
S21_33367_A4	CC2	C1Q_TAMs	0.0434748342370073
S21_33367_A4	CC2	CD4_conv	0.000320824813866836
S21_33367_A4	CC2	CD8_NK	0.000153512793746055
S21_33367_A4	CC2	Dendritic_cells	0.0106999543870306
S21_33367_A4	CC2	Endothelial	0.0504533346832198
S21_33367_A4	CC2	FCN1_TAMs	0.00158787215653928
S21_33367_A4	CC2	Normal_epithelium	0.00361974724711614
S21_33367_A4	CC2	PVL	0.0230596612831096
S21_33367_A4	CC2	SPP1_TAMs	0.000229876215450035
S21_33367_A4	CC2	Tregs	0.0201911029282417
S21_33367_A4	CC2	Tumor_epithelium	0.211025232404775
S21_33367_A4	CC2	iCAF	0.0205225648347553
S21_33367_A4	CC2	mast_cells	0.00317591512809196
S21_33367_A4	CC2	myCAF	0.485642298837315
S21_33367_A4	CC3	Bcell	0.000184779974002356
S21_33367_A4	CC3	C1Q_TAMs	0.246051476080198
S21_33367_A4	CC3	CD4_conv	0.000184779974270408
S21_33367_A4	CC3	CD8_NK	0.000184779974140875
S21_33367_A4	CC3	Dendritic_cells	0.000184779974722696
S21_33367_A4	CC3	Endothelial	0.000184779974812481
S21_33367_A4	CC3	FCN1_TAMs	0.0401245397423775
S21_33367_A4	CC3	Normal_epithelium	0.0983827789208319
S21_33367_A4	CC3	PVL	0.192802660945108
S21_33367_A4	CC3	SPP1_TAMs	0.000184779974812475
S21_33367_A4	CC3	Tregs	0.000184779975991272
S21_33367_A4	CC3	Tumor_epithelium	0.25810785511707
S21_33367_A4	CC3	iCAF	0.000184779975476498
S21_33367_A4	CC3	mast_cells	0.000184779974812645
S21_33367_A4	CC3	myCAF	0.162867669421374
S21_33367_A4	CC4	Bcell	8.80254042953059e-05
S21_33367_A4	CC4	C1Q_TAMs	0.0233737703395589
S21_33367_A4	CC4	CD4_conv	9.76133303234392e-05
S21_33367_A4	CC4	CD8_NK	0.000132577159334903
S21_33367_A4	CC4	Dendritic_cells	0.010103213163199
S21_33367_A4	CC4	Endothelial	0.0333027280578604
S21_33367_A4	CC4	FCN1_TAMs	0.000426021680114572
S21_33367_A4	CC4	Normal_epithelium	0.00010786652910847
S21_33367_A4	CC4	PVL	0.0101525196432749
S21_33367_A4	CC4	SPP1_TAMs	0.00276167483562421
S21_33367_A4	CC4	Tregs	0.0119391141945957
S21_33367_A4	CC4	Tumor_epithelium	0.600516038572551
S21_33367_A4	CC4	iCAF	0.00356746474477354
S21_33367_A4	CC4	mast_cells	0.00124137393293853
S21_33367_A4	CC4	myCAF	0.252361442372031
S21_33367_A4	CC5	Bcell	0.000113043593407849
S21_33367_A4	CC5	C1Q_TAMs	0.0380059489397705
S21_33367_A4	CC5	CD4_conv	0.000145580146584425
S21_33367_A4	CC5	CD8_NK	0.000146709080594982
S21_33367_A4	CC5	Dendritic_cells	0.0100054098160749
S21_33367_A4	CC5	Endothelial	0.0426583593027548
S21_33367_A4	CC5	FCN1_TAMs	0.000201691550458753
S21_33367_A4	CC5	Normal_epithelium	0.000133996937297557
S21_33367_A4	CC5	PVL	0.0161550473419785
S21_33367_A4	CC5	SPP1_TAMs	0.00165364507890273
S21_33367_A4	CC5	Tregs	0.0155452530903928
S21_33367_A4	CC5	Tumor_epithelium	0.395021000929872
S21_33367_A4	CC5	iCAF	0.00719941349011756
S21_33367_A4	CC5	mast_cells	0.00163894377380095
S21_33367_A4	CC5	myCAF	0.383600678529059
S21_33367_A4	CC6	Bcell	6.4233579780455e-05
S21_33367_A4	CC6	C1Q_TAMs	0.0520950379612071
S21_33367_A4	CC6	CD4_conv	0.0100607584718714
S21_33367_A4	CC6	CD8_NK	6.32764801818319e-05
S21_33367_A4	CC6	Dendritic_cells	0.00448571693533805
S21_33367_A4	CC6	Endothelial	0.0368177928898898
S21_33367_A4	CC6	FCN1_TAMs	7.30214050665698e-05
S21_33367_A4	CC6	Normal_epithelium	0.00598015396093507
S21_33367_A4	CC6	PVL	0.00909291993468284
S21_33367_A4	CC6	SPP1_TAMs	0.000100371631438238
S21_33367_A4	CC6	Tregs	0.0178329845608433
S21_33367_A4	CC6	Tumor_epithelium	0.0643906333610775
S21_33367_A4	CC6	iCAF	0.0429634408481844
S21_33367_A4	CC6	mast_cells	0.0024566245436218
S21_33367_A4	CC6	myCAF	0.672433952431058
S21_33367_A4	CC7	Bcell	5.63995436684822e-05
S21_33367_A4	CC7	C1Q_TAMs	0.0293434711689712
S21_33367_A4	CC7	CD4_conv	6.47364651424372e-05
S21_33367_A4	CC7	CD8_NK	5.70839614535452e-05
S21_33367_A4	CC7	Dendritic_cells	6.00812418820693e-05
S21_33367_A4	CC7	Endothelial	0.0321921451108031
S21_33367_A4	CC7	FCN1_TAMs	6.30308629067813e-05
S21_33367_A4	CC7	Normal_epithelium	0.000102490896583105
S21_33367_A4	CC7	PVL	0.644191001595207
S21_33367_A4	CC7	SPP1_TAMs	4.50977247732036e-05
S21_33367_A4	CC7	Tregs	6.01969492615163e-05
S21_33367_A4	CC7	Tumor_epithelium	0.00172482642233008
S21_33367_A4	CC7	iCAF	0.0390372452747528
S21_33367_A4	CC7	mast_cells	0.00396044935867193
S21_33367_A4	CC7	myCAF	0.155567071498195
S21_33367_A4	CC8	Bcell	0.013981931793781
S21_33367_A4	CC8	C1Q_TAMs	0.0361303692041187
S21_33367_A4	CC8	CD4_conv	0.00584581169682159
S21_33367_A4	CC8	CD8_NK	0.000323786990448019
S21_33367_A4	CC8	Dendritic_cells	0.00658843926228904
S21_33367_A4	CC8	Endothelial	0.103969179341476
S21_33367_A4	CC8	FCN1_TAMs	0.0039597085609124
S21_33367_A4	CC8	Normal_epithelium	0.0242424326556558
S21_33367_A4	CC8	PVL	0.0836595300708881
S21_33367_A4	CC8	SPP1_TAMs	0.000175302590308651
S21_33367_A4	CC8	Tregs	0.0199929225912026
S21_33367_A4	CC8	Tumor_epithelium	0.057495774667648
S21_33367_A4	CC8	iCAF	0.0491980997518242
S21_33367_A4	CC8	mast_cells	0.00658202278266828
S21_33367_A4	CC8	myCAF	0.402397850415997
S21_33367_A4	CC9	Bcell	5.82579519018012e-05
S21_33367_A4	CC9	C1Q_TAMs	0.00710052892312544
S21_33367_A4	CC9	CD4_conv	5.96960890262297e-05
S21_33367_A4	CC9	CD8_NK	0.000430374043370085
S21_33367_A4	CC9	Dendritic_cells	0.00809552758216925
S21_33367_A4	CC9	Endothelial	0.0203534811195565
S21_33367_A4	CC9	FCN1_TAMs	0.0012581678810684
S21_33367_A4	CC9	Normal_epithelium	7.79689247782965e-05
S21_33367_A4	CC9	PVL	0.00641154103997292
S21_33367_A4	CC9	SPP1_TAMs	0.000266259063238998
S21_33367_A4	CC9	Tregs	0.00671060269398012
S21_33367_A4	CC9	Tumor_epithelium	0.852911309755605
S21_33367_A4	CC9	iCAF	0.00223806017285321
S21_33367_A4	CC9	mast_cells	0.000892476653298651
S21_33367_A4	CC9	myCAF	0.069855536940828
S21_38552_7	CC1	Bcell	0.245060689253762
S21_38552_7	CC1	C1Q_TAMs	0.0501667706891764
S21_38552_7	CC1	CD4_conv	0.0689208025482675
S21_38552_7	CC1	CD8_NK	0.0016821879936929
S21_38552_7	CC1	Dendritic_cells	0.0347501146602407
S21_38552_7	CC1	Endothelial	0.0845346895264957
S21_38552_7	CC1	FCN1_TAMs	0.0120928556394084
S21_38552_7	CC1	Normal_epithelium	0.0110337117733252
S21_38552_7	CC1	PVL	0.0366908942605104
S21_38552_7	CC1	SPP1_TAMs	0.000135604373227206
S21_38552_7	CC1	Tregs	0.00799817012660383
S21_38552_7	CC1	Tumor_epithelium	0.000195145501675572
S21_38552_7	CC1	iCAF	0.0733988940390293
S21_38552_7	CC1	mast_cells	0.0107664496976648
S21_38552_7	CC1	myCAF	0.163396615704063
S21_38552_7	CC10	Bcell	0.0125706632823899
S21_38552_7	CC10	C1Q_TAMs	0.0208177936440119
S21_38552_7	CC10	CD4_conv	0.0162538907281745
S21_38552_7	CC10	CD8_NK	0.0140522949906652
S21_38552_7	CC10	Dendritic_cells	0.0107886037632714
S21_38552_7	CC10	Endothelial	0.0654476703670227
S21_38552_7	CC10	FCN1_TAMs	0.00631415853723341
S21_38552_7	CC10	Normal_epithelium	0.637770445618639
S21_38552_7	CC10	PVL	0.0114493107879822
S21_38552_7	CC10	SPP1_TAMs	0.000157526777171677
S21_38552_7	CC10	Tregs	0.0102521266347109
S21_38552_7	CC10	Tumor_epithelium	0.000170452036022498
S21_38552_7	CC10	iCAF	0.0279274469211463
S21_38552_7	CC10	mast_cells	0.0125733503766194
S21_38552_7	CC10	myCAF	0.0621723969815255
S21_38552_7	CC2	Bcell	0.000243175716127814
S21_38552_7	CC2	C1Q_TAMs	0.041248795493601
S21_38552_7	CC2	CD4_conv	0.000568011507567962
S21_38552_7	CC2	CD8_NK	0.00286189337054561
S21_38552_7	CC2	Dendritic_cells	0.0513343554552734
S21_38552_7	CC2	Endothelial	0.0853215530080312
S21_38552_7	CC2	FCN1_TAMs	0.00604070430597107
S21_38552_7	CC2	Normal_epithelium	0.000234581684795094
S21_38552_7	CC2	PVL	0.032202409016725
S21_38552_7	CC2	SPP1_TAMs	0.0107360256501609
S21_38552_7	CC2	Tregs	0.0400455143945816
S21_38552_7	CC2	Tumor_epithelium	0.213508839265264
S21_38552_7	CC2	iCAF	0.0291530745845604
S21_38552_7	CC2	mast_cells	0.010585153254418
S21_38552_7	CC2	myCAF	0.374546000402097
S21_38552_7	CC3	Bcell	0.00142988969426219
S21_38552_7	CC3	C1Q_TAMs	0.253784092483422
S21_38552_7	CC3	CD4_conv	0.0389588649708341
S21_38552_7	CC3	CD8_NK	0.0135075205407868
S21_38552_7	CC3	Dendritic_cells	0.0497698693353121
S21_38552_7	CC3	Endothelial	0.0670606723364051
S21_38552_7	CC3	FCN1_TAMs	0.00791391523364964
S21_38552_7	CC3	Normal_epithelium	0.000144329907301643
S21_38552_7	CC3	PVL	0.0368080360068273
S21_38552_7	CC3	SPP1_TAMs	0.15591972459484
S21_38552_7	CC3	Tregs	0.000147214458514886
S21_38552_7	CC3	Tumor_epithelium	0.0154166179519395
S21_38552_7	CC3	iCAF	0.0289605806575835
S21_38552_7	CC3	mast_cells	0.00463775995917819
S21_38552_7	CC3	myCAF	0.0886272961010312
S21_38552_7	CC4	Bcell	0.000333286612726786
S21_38552_7	CC4	C1Q_TAMs	0.0268637343496965
S21_38552_7	CC4	CD4_conv	0.00388275737487798
S21_38552_7	CC4	CD8_NK	0.00131118575058537
S21_38552_7	CC4	Dendritic_cells	0.0326707429201047
S21_38552_7	CC4	Endothelial	0.0795884407060659
S21_38552_7	CC4	FCN1_TAMs	0.0034906593137187
S21_38552_7	CC4	Normal_epithelium	0.000153484904744749
S21_38552_7	CC4	PVL	0.0204480926439424
S21_38552_7	CC4	SPP1_TAMs	0.000132239823720404
S21_38552_7	CC4	Tregs	0.0205267496283214
S21_38552_7	CC4	Tumor_epithelium	0.633369231312206
S21_38552_7	CC4	iCAF	0.00691169889274251
S21_38552_7	CC4	mast_cells	0.0122975291639601
S21_38552_7	CC4	myCAF	0.0929965263952468
S21_38552_7	CC5	Bcell	0.000185709022151457
S21_38552_7	CC5	C1Q_TAMs	0.0345730238395981
S21_38552_7	CC5	CD4_conv	0.000368583994092198
S21_38552_7	CC5	CD8_NK	0.000413004769354936
S21_38552_7	CC5	Dendritic_cells	0.0441896526913822
S21_38552_7	CC5	Endothelial	0.0896573121439455
S21_38552_7	CC5	FCN1_TAMs	0.00161876391109182
S21_38552_7	CC5	Normal_epithelium	0.00019874507855011
S21_38552_7	CC5	PVL	0.042134999119588
S21_38552_7	CC5	SPP1_TAMs	0.000450959607752118
S21_38552_7	CC5	Tregs	0.0300120227296755
S21_38552_7	CC5	Tumor_epithelium	0.413410872354295
S21_38552_7	CC5	iCAF	0.016076443819589
S21_38552_7	CC5	mast_cells	0.0128227511739709
S21_38552_7	CC5	myCAF	0.203843983360967
S21_38552_7	CC6	Bcell	0.00436815585894742
S21_38552_7	CC6	C1Q_TAMs	0.0472895892554815
S21_38552_7	CC6	CD4_conv	0.0125441570157378
S21_38552_7	CC6	CD8_NK	0.00303614864733699
S21_38552_7	CC6	Dendritic_cells	0.0382018996794939
S21_38552_7	CC6	Endothelial	0.0656942071205357
S21_38552_7	CC6	FCN1_TAMs	0.00791267395003346
S21_38552_7	CC6	Normal_epithelium	0.005603465031608
S21_38552_7	CC6	PVL	0.0204833116164907
S21_38552_7	CC6	SPP1_TAMs	0.000262524521355297
S21_38552_7	CC6	Tregs	0.0358090327535514
S21_38552_7	CC6	Tumor_epithelium	0.0663586347565215
S21_38552_7	CC6	iCAF	0.0743556042453938
S21_38552_7	CC6	mast_cells	0.00844114580703744
S21_38552_7	CC6	myCAF	0.490361369035856
S21_38552_7	CC7	Bcell	8.44884840846597e-05
S21_38552_7	CC7	C1Q_TAMs	0.0516891199256124
S21_38552_7	CC7	CD4_conv	0.0115505942032222
S21_38552_7	CC7	CD8_NK	7.99694003567498e-05
S21_38552_7	CC7	Dendritic_cells	0.0250416946088813
S21_38552_7	CC7	Endothelial	0.0603851023227069
S21_38552_7	CC7	FCN1_TAMs	8.71561761609039e-05
S21_38552_7	CC7	Normal_epithelium	8.62162454620984e-05
S21_38552_7	CC7	PVL	0.41797938283385
S21_38552_7	CC7	SPP1_TAMs	6.14095416445864e-05
S21_38552_7	CC7	Tregs	0.00426158035139551
S21_38552_7	CC7	Tumor_epithelium	0.027593645968206
S21_38552_7	CC7	iCAF	0.0872216655683689
S21_38552_7	CC7	mast_cells	0.0115108609282944
S21_38552_7	CC7	myCAF	0.230819991242876
S21_38552_7	CC8	Bcell	0.00722259777497252
S21_38552_7	CC8	C1Q_TAMs	0.0506410884036863
S21_38552_7	CC8	CD4_conv	0.0296362239371897
S21_38552_7	CC8	CD8_NK	0.00683736849917565
S21_38552_7	CC8	Dendritic_cells	0.044630056385379
S21_38552_7	CC8	Endothelial	0.111909251021276
S21_38552_7	CC8	FCN1_TAMs	0.0119109260210047
S21_38552_7	CC8	Normal_epithelium	0.0207972992273582
S21_38552_7	CC8	PVL	0.107905967870296
S21_38552_7	CC8	SPP1_TAMs	0.00029914743062769
S21_38552_7	CC8	Tregs	0.0252619346093645
S21_38552_7	CC8	Tumor_epithelium	0.0488574074541
S21_38552_7	CC8	iCAF	0.0813638376031321
S21_38552_7	CC8	mast_cells	0.0158543637217747
S21_38552_7	CC8	myCAF	0.282700796105061
S21_38552_7	CC9	Bcell	6.70362614772375e-05
S21_38552_7	CC9	C1Q_TAMs	0.0157255194886779
S21_38552_7	CC9	CD4_conv	0.000815740050728366
S21_38552_7	CC9	CD8_NK	0.000672630649672807
S21_38552_7	CC9	Dendritic_cells	0.0220879023973067
S21_38552_7	CC9	Endothelial	0.0531813413280648
S21_38552_7	CC9	FCN1_TAMs	0.0022062945086312
S21_38552_7	CC9	Normal_epithelium	9.24600838333342e-05
S21_38552_7	CC9	PVL	0.00758596177763038
S21_38552_7	CC9	SPP1_TAMs	6.46457137818822e-05
S21_38552_7	CC9	Tregs	0.015168407069322
S21_38552_7	CC9	Tumor_epithelium	0.799718412185763
S21_38552_7	CC9	iCAF	0.00266911445183299
S21_38552_7	CC9	mast_cells	0.00747007873779725
S21_38552_7	CC9	myCAF	0.0494875736954646
S22-21049-E8	CC1	Bcell	0.239598664186735
S22-21049-E8	CC1	C1Q_TAMs	0.061000441131036
S22-21049-E8	CC1	CD4_conv	0.0494480216612264
S22-21049-E8	CC1	CD8_NK	0.00335267307672683
S22-21049-E8	CC1	Dendritic_cells	0.0153452824518757
S22-21049-E8	CC1	Endothelial	0.0954791792910962
S22-21049-E8	CC1	FCN1_TAMs	0.00520869163467626
S22-21049-E8	CC1	Normal_epithelium	0.000148289673324653
S22-21049-E8	CC1	PVL	0.0488465181952582
S22-21049-E8	CC1	SPP1_TAMs	0.000165105825386626
S22-21049-E8	CC1	Tregs	0.0141019818040161
S22-21049-E8	CC1	Tumor_epithelium	0.000223298166809304
S22-21049-E8	CC1	iCAF	0.0696857527436681
S22-21049-E8	CC1	mast_cells	0.0104653672700387
S22-21049-E8	CC1	myCAF	0.196069167981591
S22-21049-E8	CC2	Bcell	0.023499236452087
S22-21049-E8	CC2	C1Q_TAMs	0.0360893286578424
S22-21049-E8	CC2	CD4_conv	0.00969270989986225
S22-21049-E8	CC2	CD8_NK	0.00380642240697481
S22-21049-E8	CC2	Dendritic_cells	0.0126681278211641
S22-21049-E8	CC2	Endothelial	0.0647283142874634
S22-21049-E8	CC2	FCN1_TAMs	0.00499716614052115
S22-21049-E8	CC2	Normal_epithelium	0.000318271713836494
S22-21049-E8	CC2	PVL	0.0361252140227972
S22-21049-E8	CC2	SPP1_TAMs	0.00321075885106329
S22-21049-E8	CC2	Tregs	0.0184864843951569
S22-21049-E8	CC2	Tumor_epithelium	0.200042889624155
S22-21049-E8	CC2	iCAF	0.0318207903761691
S22-21049-E8	CC2	mast_cells	0.00471548594065291
S22-21049-E8	CC2	myCAF	0.408451724318935
S22-21049-E8	CC3	Bcell	0.00135879100188646
S22-21049-E8	CC3	C1Q_TAMs	0.0125013688895106
S22-21049-E8	CC3	CD4_conv	0.0287097770502847
S22-21049-E8	CC3	CD8_NK	0.000144469545750531
S22-21049-E8	CC3	Dendritic_cells	0.000191942354173315
S22-21049-E8	CC3	Endothelial	0.0520508713623363
S22-21049-E8	CC3	FCN1_TAMs	0.391970837676977
S22-21049-E8	CC3	Normal_epithelium	0.00231261016256704
S22-21049-E8	CC3	PVL	0.0376116564332904
S22-21049-E8	CC3	SPP1_TAMs	0.000144469545750533
S22-21049-E8	CC3	Tregs	0.00506143063883259
S22-21049-E8	CC3	Tumor_epithelium	0.0156119814945615
S22-21049-E8	CC3	iCAF	0.037756819678287
S22-21049-E8	CC3	mast_cells	0.0133338445212757
S22-21049-E8	CC3	myCAF	0.0255575179838491
S22-21049-E8	CC4	Bcell	0.0051171791024167
S22-21049-E8	CC4	C1Q_TAMs	0.0115373890718349
S22-21049-E8	CC4	CD4_conv	0.00479257367469535
S22-21049-E8	CC4	CD8_NK	0.00349804067003149
S22-21049-E8	CC4	Dendritic_cells	0.00730609411423853
S22-21049-E8	CC4	Endothelial	0.0327877793982332
S22-21049-E8	CC4	FCN1_TAMs	0.00748687911987392
S22-21049-E8	CC4	Normal_epithelium	0.000122585213188087
S22-21049-E8	CC4	PVL	0.0210449166037095
S22-21049-E8	CC4	SPP1_TAMs	0.00340934212080194
S22-21049-E8	CC4	Tregs	0.012210607368296
S22-21049-E8	CC4	Tumor_epithelium	0.635703104132027
S22-21049-E8	CC4	iCAF	0.0117304172262145
S22-21049-E8	CC4	mast_cells	0.00526557521046864
S22-21049-E8	CC4	myCAF	0.18834374171272
S22-21049-E8	CC5	Bcell	0.0152727710262709
S22-21049-E8	CC5	C1Q_TAMs	0.0247052267879401
S22-21049-E8	CC5	CD4_conv	0.00740893564609793
S22-21049-E8	CC5	CD8_NK	0.0036979958305039
S22-21049-E8	CC5	Dendritic_cells	0.00975116791750109
S22-21049-E8	CC5	Endothelial	0.0498632605572672
S22-21049-E8	CC5	FCN1_TAMs	0.0053889076029116
S22-21049-E8	CC5	Normal_epithelium	0.000182477859226575
S22-21049-E8	CC5	PVL	0.034073172057134
S22-21049-E8	CC5	SPP1_TAMs	0.00482579649001567
S22-21049-E8	CC5	Tregs	0.0159338292832493
S22-21049-E8	CC5	Tumor_epithelium	0.426894212831755
S22-21049-E8	CC5	iCAF	0.0197537601526152
S22-21049-E8	CC5	mast_cells	0.00499393419791701
S22-21049-E8	CC5	myCAF	0.305381938846058
S22-21049-E8	CC6	Bcell	0.0381728067298802
S22-21049-E8	CC6	C1Q_TAMs	0.0618599306780752
S22-21049-E8	CC6	CD4_conv	0.0121101588134953
S22-21049-E8	CC6	CD8_NK	0.000945745709454496
S22-21049-E8	CC6	Dendritic_cells	0.00306558162153652
S22-21049-E8	CC6	Endothelial	0.0831661049339686
S22-21049-E8	CC6	FCN1_TAMs	0.012038791854431
S22-21049-E8	CC6	Normal_epithelium	0.000193579541144067
S22-21049-E8	CC6	PVL	0.0320499252485107
S22-21049-E8	CC6	SPP1_TAMs	0.000144173246283626
S22-21049-E8	CC6	Tregs	0.00784679781108311
S22-21049-E8	CC6	Tumor_epithelium	0.00363333927450901
S22-21049-E8	CC6	iCAF	0.128451465044488
S22-21049-E8	CC6	mast_cells	0.00581657789167061
S22-21049-E8	CC6	myCAF	0.432540737450667
S22-21049-E8	CC7	Bcell	0.00623310464584726
S22-21049-E8	CC7	C1Q_TAMs	0.0335327381674757
S22-21049-E8	CC7	CD4_conv	0.000106801662593896
S22-21049-E8	CC7	CD8_NK	0.000138270792513091
S22-21049-E8	CC7	Dendritic_cells	0.00017130176836218
S22-21049-E8	CC7	Endothelial	0.100451800266877
S22-21049-E8	CC7	FCN1_TAMs	0.00637869264882291
S22-21049-E8	CC7	Normal_epithelium	9.01839822376531e-05
S22-21049-E8	CC7	PVL	0.535018481268729
S22-21049-E8	CC7	SPP1_TAMs	6.875009801479e-05
S22-21049-E8	CC7	Tregs	0.000141746017739035
S22-21049-E8	CC7	Tumor_epithelium	7.4902293204453e-05
S22-21049-E8	CC7	iCAF	0.0403233566038231
S22-21049-E8	CC7	mast_cells	0.000253671038171225
S22-21049-E8	CC7	myCAF	0.0988530160874947
S22-21049-E8	CC8	Bcell	0.017847355125484
S22-21049-E8	CC8	C1Q_TAMs	0.0476701226702761
S22-21049-E8	CC8	CD4_conv	0.0115658696055906
S22-21049-E8	CC8	CD8_NK	0.0114721959625406
S22-21049-E8	CC8	Dendritic_cells	0.0185985873834289
S22-21049-E8	CC8	Endothelial	0.142262402661352
S22-21049-E8	CC8	FCN1_TAMs	0.0257978968782452
S22-21049-E8	CC8	Normal_epithelium	0.00563258464852458
S22-21049-E8	CC8	PVL	0.108840287524154
S22-21049-E8	CC8	SPP1_TAMs	0.000317305212583051
S22-21049-E8	CC8	Tregs	0.00780175068979376
S22-21049-E8	CC8	Tumor_epithelium	0.00864615402814424
S22-21049-E8	CC8	iCAF	0.0577163799578771
S22-21049-E8	CC8	mast_cells	0.0130369857438144
S22-21049-E8	CC8	myCAF	0.274116782808339
S22-21049-E8	CC9	Bcell	6.18834162376836e-05
S22-21049-E8	CC9	C1Q_TAMs	0.00443452217663507
S22-21049-E8	CC9	CD4_conv	0.0026675801855197
S22-21049-E8	CC9	CD8_NK	0.0020893474013948
S22-21049-E8	CC9	Dendritic_cells	0.00465959758437231
S22-21049-E8	CC9	Endothelial	0.0177302553629178
S22-21049-E8	CC9	FCN1_TAMs	0.00588924082772647
S22-21049-E8	CC9	Normal_epithelium	6.11888240721719e-05
S22-21049-E8	CC9	PVL	0.00981434339684373
S22-21049-E8	CC9	SPP1_TAMs	0.000896245913962221
S22-21049-E8	CC9	Tregs	0.0061408136101407
S22-21049-E8	CC9	Tumor_epithelium	0.848467183713494
S22-21049-E8	CC9	iCAF	0.00389766821379463
S22-21049-E8	CC9	mast_cells	0.00334460828632302
S22-21049-E8	CC9	myCAF	0.0593052559148973
S22-21554-B8	CC1	Bcell	0.241636601001966
S22-21554-B8	CC1	C1Q_TAMs	0.120118816836157
S22-21554-B8	CC1	CD4_conv	0.0270523653069782
S22-21554-B8	CC1	CD8_NK	0.00316103793201571
S22-21554-B8	CC1	Dendritic_cells	0.000629757411315373
S22-21554-B8	CC1	Endothelial	0.0491389477626434
S22-21554-B8	CC1	FCN1_TAMs	0.0397763533210364
S22-21554-B8	CC1	Normal_epithelium	0.00018974430760242
S22-21554-B8	CC1	PVL	0.0159716464571518
S22-21554-B8	CC1	SPP1_TAMs	0.000111988098844445
S22-21554-B8	CC1	Tregs	0.0115707448039279
S22-21554-B8	CC1	Tumor_epithelium	0.00336885005196471
S22-21554-B8	CC1	iCAF	0.0595472944547029
S22-21554-B8	CC1	mast_cells	0.00164460616756792
S22-21554-B8	CC1	myCAF	0.28406299316832
S22-21554-B8	CC2	Bcell	0.000847320337251633
S22-21554-B8	CC2	C1Q_TAMs	0.0718266072439573
S22-21554-B8	CC2	CD4_conv	0.000123504448482533
S22-21554-B8	CC2	CD8_NK	0.00177761790691004
S22-21554-B8	CC2	Dendritic_cells	0.000137854005525309
