Genes	Subtype
NCF2	Myeloid cells 3:Raghu_Kalluri
CLEC4A2	Myeloid cells 3:Raghu_Kalluri
LRRC25	Myeloid cells 3:Raghu_Kalluri
SIRPA	Myeloid cells 3:Raghu_Kalluri
FTL1	Myeloid cells 3:Raghu_Kalluri
ADSSL1	Myeloid cells 3:Raghu_Kalluri
CSF2RA	Myeloid cells 3:Raghu_Kalluri
CST3	Myeloid cells 3:Raghu_Kalluri
GM34084	Myeloid cells 3:Raghu_Kalluri
AP1S2	Myeloid cells 3:Raghu_Kalluri
PRDX5	Myeloid cells 3:Raghu_Kalluri
SMPDL3A	Myeloid cells 3:Raghu_Kalluri
ZEB2	Myeloid cells 3:Raghu_Kalluri
PILRA	Myeloid cells 3:Raghu_Kalluri
NADK	Myeloid cells 3:Raghu_Kalluri
FCGR3	Myeloid cells 3:Raghu_Kalluri
CHIL3	Myeloid cells 3:Raghu_Kalluri
NFAM1	Myeloid cells 3:Raghu_Kalluri
TALDO1	Myeloid cells 3:Raghu_Kalluri
CTSC	Myeloid cells 3:Raghu_Kalluri
SAT1	Myeloid cells 3:Raghu_Kalluri
CLEC4E	Myeloid cells 3:Raghu_Kalluri
CD300C2	Myeloid cells 3:Raghu_Kalluri
NCF4	Myeloid cells 3:Raghu_Kalluri
AIF1	Myeloid cells 3:Raghu_Kalluri
MCUB	Myeloid cells 3:Raghu_Kalluri
SEM1	Myeloid cells 3:Raghu_Kalluri
RNF149	Myeloid cells 3:Raghu_Kalluri
CYBA	Myeloid cells 3:Raghu_Kalluri
NAPSA	Myeloid cells 3:Raghu_Kalluri
ARPC1B	Myeloid cells 3:Raghu_Kalluri
BC028528	Myeloid cells 3:Raghu_Kalluri
FAM49B	Myeloid cells 3:Raghu_Kalluri
TRPS1	Myeloid cells 3:Raghu_Kalluri
LYN	Myeloid cells 3:Raghu_Kalluri
GM2A	Myeloid cells 3:Raghu_Kalluri
EMILIN2	Myeloid cells 3:Raghu_Kalluri
LAMP1	Myeloid cells 3:Raghu_Kalluri
IRF7	Myeloid cells 3:Raghu_Kalluri
PIRB	Myeloid cells 3:Raghu_Kalluri
ABI3	Myeloid cells 3:Raghu_Kalluri
CTSZ	Myeloid cells 3:Raghu_Kalluri
AB124611	Myeloid cells 3:Raghu_Kalluri
TKT	Myeloid cells 3:Raghu_Kalluri
CAPZA2	Myeloid cells 3:Raghu_Kalluri
PRKCD	Myeloid cells 3:Raghu_Kalluri
TMSB4X	Myeloid cells 3:Raghu_Kalluri
F13A1	Myeloid cells 3:Raghu_Kalluri
METRNL	Myeloid cells 3:Raghu_Kalluri
MRPL33	Myeloid cells 3:Raghu_Kalluri
GYG	Myeloid cells 3:Raghu_Kalluri
IFI27L2A	Myeloid cells 3:Raghu_Kalluri
SAMHD1	Myeloid cells 3:Raghu_Kalluri
CTSA	Myeloid cells 3:Raghu_Kalluri
EFHD2	Myeloid cells 3:Raghu_Kalluri
CDKN1A	Myeloid cells 3:Raghu_Kalluri
IRF5	Myeloid cells 3:Raghu_Kalluri
ITGAL	Myeloid cells 3:Raghu_Kalluri
CD14	Myeloid cells 3:Raghu_Kalluri
NPC2	Myeloid cells 3:Raghu_Kalluri
HEXA	Myeloid cells 3:Raghu_Kalluri
PLIN2	Myeloid cells 3:Raghu_Kalluri
FAM96A	Myeloid cells 3:Raghu_Kalluri
NRROS	Myeloid cells 3:Raghu_Kalluri
TM6SF1	Myeloid cells 3:Raghu_Kalluri
VAMP8	Myeloid cells 3:Raghu_Kalluri
H3F3A	Myeloid cells 3:Raghu_Kalluri
ASAH1	Myeloid cells 3:Raghu_Kalluri
GLUD1	Myeloid cells 3:Raghu_Kalluri
ERP29	Myeloid cells 3:Raghu_Kalluri
ATP6V0B	Myeloid cells 3:Raghu_Kalluri
CMPK1	Myeloid cells 3:Raghu_Kalluri
UCP2	Myeloid cells 3:Raghu_Kalluri
RAP1A	Myeloid cells 3:Raghu_Kalluri
RGS2	Myeloid cells 3:Raghu_Kalluri
IFNGR1	Myeloid cells 3:Raghu_Kalluri
RTP4	Myeloid cells 3:Raghu_Kalluri
1110008F13RIK	Myeloid cells 3:Raghu_Kalluri
CORO1B	Myeloid cells 3:Raghu_Kalluri
LY86	Myeloid cells 3:Raghu_Kalluri
H2AFZ	Myeloid cells 3:Raghu_Kalluri
HPCAL1	Myeloid cells 3:Raghu_Kalluri
ANXA2	Myeloid cells 3:Raghu_Kalluri
FAM105A	Myeloid cells 3:Raghu_Kalluri
TSPO	Myeloid cells 3:Raghu_Kalluri
CRIP1	Myeloid cells 3:Raghu_Kalluri
ARPC4	Myeloid cells 3:Raghu_Kalluri
SH3BGRL	Myeloid cells 3:Raghu_Kalluri
H2-DMB1	Myeloid cells 3:Raghu_Kalluri
CTSH	Myeloid cells 3:Raghu_Kalluri
CD44	Myeloid cells 3:Raghu_Kalluri
TMEM14C	Myeloid cells 3:Raghu_Kalluri
H2AFY	Myeloid cells 3:Raghu_Kalluri
ACTG1	Myeloid cells 3:Raghu_Kalluri
CMTM7	Myeloid cells 3:Raghu_Kalluri
ENO1	Myeloid cells 3:Raghu_Kalluri
COX5A	Myeloid cells 3:Raghu_Kalluri
FAM174A	Myeloid cells 3:Raghu_Kalluri
FOS	Myeloid cells 3:Raghu_Kalluri
PSMA7	Myeloid cells 3:Raghu_Kalluri
RHOG	Myeloid cells 3:Raghu_Kalluri
VIM	Myeloid cells 3:Raghu_Kalluri
MS4A6B	Myeloid cells 3:Raghu_Kalluri
MGST1	Myeloid cells 3:Raghu_Kalluri
PLA2G7	Myeloid cells 3:Raghu_Kalluri
ARPC2	Myeloid cells 3:Raghu_Kalluri
SYNGR2	Myeloid cells 3:Raghu_Kalluri
CLTA	Myeloid cells 3:Raghu_Kalluri
ITGB2	Myeloid cells 3:Raghu_Kalluri
UNC93B1	Myeloid cells 3:Raghu_Kalluri
FYB	Myeloid cells 3:Raghu_Kalluri
ZBP1	Myeloid cells 3:Raghu_Kalluri
TGFB1	Myeloid cells 3:Raghu_Kalluri
TMPO	Myeloid cells 3:Raghu_Kalluri
TMEM256	Myeloid cells 3:Raghu_Kalluri
DBI	Myeloid cells 3:Raghu_Kalluri
ISG15	Myeloid cells 3:Raghu_Kalluri
SLFN2	Myeloid cells 3:Raghu_Kalluri
FXYD5	Myeloid cells 3:Raghu_Kalluri
SERF2	Myeloid cells 3:Raghu_Kalluri
SLC25A5	Myeloid cells 3:Raghu_Kalluri
RAP1B	Myeloid cells 3:Raghu_Kalluri
HSPA8	Myeloid cells 3:Raghu_Kalluri
CAPZB	Myeloid cells 3:Raghu_Kalluri
FABP5	Myeloid cells 3:Raghu_Kalluri
OSTF1	Myeloid cells 3:Raghu_Kalluri
ARPC3	Myeloid cells 3:Raghu_Kalluri
COX6B1	Myeloid cells 3:Raghu_Kalluri
SDCBP	Myeloid cells 3:Raghu_Kalluri
BCL2A1A	Myeloid cells 3:Raghu_Kalluri
SEC61G	Myeloid cells 3:Raghu_Kalluri
PTPN6	Myeloid cells 3:Raghu_Kalluri
CORO1A	Myeloid cells 3:Raghu_Kalluri
PITPNA	Myeloid cells 3:Raghu_Kalluri
COX4I1	Myeloid cells 3:Raghu_Kalluri
NR4A1	Myeloid cells 3:Raghu_Kalluri
RNH1	Myeloid cells 3:Raghu_Kalluri
EMB	Myeloid cells 3:Raghu_Kalluri
GNAI2	Myeloid cells 3:Raghu_Kalluri
PKM	Myeloid cells 3:Raghu_Kalluri
GMFG	Myeloid cells 3:Raghu_Kalluri
TXN1	Myeloid cells 3:Raghu_Kalluri
UQCRQ	Myeloid cells 3:Raghu_Kalluri
POMP	Myeloid cells 3:Raghu_Kalluri
B2M	Myeloid cells 3:Raghu_Kalluri
SDHB	Myeloid cells 3:Raghu_Kalluri
CHMP4B	Myeloid cells 3:Raghu_Kalluri
CDC42	Myeloid cells 3:Raghu_Kalluri
ARPC5	Myeloid cells 3:Raghu_Kalluri
BIN2	Myeloid cells 3:Raghu_Kalluri
ACTR3	Myeloid cells 3:Raghu_Kalluri
PGK1	Myeloid cells 3:Raghu_Kalluri
ATP6V1G1	Myeloid cells 3:Raghu_Kalluri
DUSP1	Myeloid cells 3:Raghu_Kalluri
ATP5L	Myeloid cells 3:Raghu_Kalluri
BRI3	Myeloid cells 3:Raghu_Kalluri
LAMTOR4	Myeloid cells 3:Raghu_Kalluri
HMGB2	Myeloid cells 3:Raghu_Kalluri
RPS27L	Myeloid cells 3:Raghu_Kalluri
LAPTM5	Myeloid cells 3:Raghu_Kalluri
CCDC12	Myeloid cells 3:Raghu_Kalluri
RAC1	Myeloid cells 3:Raghu_Kalluri
SEC61B	Myeloid cells 3:Raghu_Kalluri
H2AFJ	Myeloid cells 3:Raghu_Kalluri
SRGN	Myeloid cells 3:Raghu_Kalluri
ITM2B	Myeloid cells 3:Raghu_Kalluri
ATP6V0E	Myeloid cells 3:Raghu_Kalluri
SMDT1	Myeloid cells 3:Raghu_Kalluri
ATP5C1	Myeloid cells 3:Raghu_Kalluri
PRDX1	Myeloid cells 3:Raghu_Kalluri
COX8A	Myeloid cells 3:Raghu_Kalluri
ACTB	Myeloid cells 3:Raghu_Kalluri
CDK2AP2	Myeloid cells 3:Raghu_Kalluri
UQCR11	Myeloid cells 3:Raghu_Kalluri
LSP1	Myeloid cells 3:Raghu_Kalluri
LY6E	Myeloid cells 3:Raghu_Kalluri
BRK1	Myeloid cells 3:Raghu_Kalluri
CSTB	Myeloid cells 3:Raghu_Kalluri
RBM3	Myeloid cells 3:Raghu_Kalluri
HINT1	Myeloid cells 3:Raghu_Kalluri
COX5B	Myeloid cells 3:Raghu_Kalluri
CYCS	Myeloid cells 3:Raghu_Kalluri
RHOA	Myeloid cells 3:Raghu_Kalluri
TMEM176B	Myeloid cells 3:Raghu_Kalluri
GNB2	Myeloid cells 3:Raghu_Kalluri
HSPA1A	Myeloid cells 3:Raghu_Kalluri
COX7B	Myeloid cells 3:Raghu_Kalluri
PRR13	Myeloid cells 3:Raghu_Kalluri
ZFP36L2	Myeloid cells 3:Raghu_Kalluri
PIM1	Myeloid cells 3:Raghu_Kalluri
EMP3	Myeloid cells 3:Raghu_Kalluri
UQCR10	Myeloid cells 3:Raghu_Kalluri
H2-DMA	Myeloid cells 3:Raghu_Kalluri
ALDOA	Myeloid cells 3:Raghu_Kalluri
SH3BGRL3	Myeloid cells 3:Raghu_Kalluri
TUBA1B	Myeloid cells 3:Raghu_Kalluri
MARCKSL1	Myeloid cells 3:Raghu_Kalluri
CD74	Myeloid cells 3:Raghu_Kalluri
S100A4	Myeloid cells 4:Raghu_Kalluri
CD209A	Myeloid cells 4:Raghu_Kalluri
BCL2A1D	Myeloid cells 4:Raghu_Kalluri
CFP	Myeloid cells 4:Raghu_Kalluri
PLBD1	Myeloid cells 4:Raghu_Kalluri
PMAIP1	Myeloid cells 4:Raghu_Kalluri
CYP4F16	Myeloid cells 4:Raghu_Kalluri
GRK3	Myeloid cells 4:Raghu_Kalluri
FFAR2	Myeloid cells 4:Raghu_Kalluri
ITGAX	Myeloid cells 4:Raghu_Kalluri
IFITM1	Myeloid cells 4:Raghu_Kalluri
H2-EB1	Myeloid cells 4:Raghu_Kalluri
SYNGR2	Myeloid cells 4:Raghu_Kalluri
CBFA2T3	Myeloid cells 4:Raghu_Kalluri
SPI1	Myeloid cells 4:Raghu_Kalluri
NAPSA	Myeloid cells 4:Raghu_Kalluri
GM2A	Myeloid cells 4:Raghu_Kalluri
H2-AA	Myeloid cells 4:Raghu_Kalluri
ALOX5AP	Myeloid cells 4:Raghu_Kalluri
H2-DMB1	Myeloid cells 4:Raghu_Kalluri
FCER1G	Myeloid cells 4:Raghu_Kalluri
TBC1D4	Myeloid cells 4:Raghu_Kalluri
CIITA	Myeloid cells 4:Raghu_Kalluri
H2-AB1	Myeloid cells 4:Raghu_Kalluri
CD74	Myeloid cells 4:Raghu_Kalluri
MS4A6C	Myeloid cells 4:Raghu_Kalluri
ATOX1	Myeloid cells 4:Raghu_Kalluri
ROGDI	Myeloid cells 4:Raghu_Kalluri
CKB	Myeloid cells 4:Raghu_Kalluri
H2-DMA	Myeloid cells 4:Raghu_Kalluri
BATF3	Myeloid cells 4:Raghu_Kalluri
TYROBP	Myeloid cells 4:Raghu_Kalluri
TMSB4X	Myeloid cells 4:Raghu_Kalluri
IL1B	Myeloid cells 4:Raghu_Kalluri
GPX1	Myeloid cells 4:Raghu_Kalluri
TCTEX1D2	Myeloid cells 4:Raghu_Kalluri
AVPI1	Myeloid cells 4:Raghu_Kalluri
CD300A	Myeloid cells 4:Raghu_Kalluri
IFITM6	Myeloid cells 4:Raghu_Kalluri
H2-DMB2	Myeloid cells 4:Raghu_Kalluri
TMEM176B	Myeloid cells 4:Raghu_Kalluri
FGR	Myeloid cells 4:Raghu_Kalluri
LSP1	Myeloid cells 4:Raghu_Kalluri
EFHD2	Myeloid cells 4:Raghu_Kalluri
BCL2A1B	Myeloid cells 4:Raghu_Kalluri
TMEM176A	Myeloid cells 4:Raghu_Kalluri
H2-OA	Myeloid cells 4:Raghu_Kalluri
CCND1	Myeloid cells 4:Raghu_Kalluri
PRCP	Myeloid cells 4:Raghu_Kalluri
CTSH	Myeloid cells 4:Raghu_Kalluri
CD7	Myeloid cells 4:Raghu_Kalluri
PKIB	Myeloid cells 4:Raghu_Kalluri
IFITM3	Myeloid cells 4:Raghu_Kalluri
BCL2A1A	Myeloid cells 4:Raghu_Kalluri
WFDC17	Myeloid cells 4:Raghu_Kalluri
BHLHE40	Myeloid cells 4:Raghu_Kalluri
KLRD1	Myeloid cells 4:Raghu_Kalluri
SNX20	Myeloid cells 4:Raghu_Kalluri
CSF2RA	Myeloid cells 4:Raghu_Kalluri
MGL2	Myeloid cells 4:Raghu_Kalluri
RUNX3	Myeloid cells 4:Raghu_Kalluri
STX7	Myeloid cells 4:Raghu_Kalluri
PIM1	Myeloid cells 4:Raghu_Kalluri
TRPS1	Myeloid cells 4:Raghu_Kalluri
H2AFZ	Myeloid cells 4:Raghu_Kalluri
LST1	Myeloid cells 4:Raghu_Kalluri
CD68	Myeloid cells 4:Raghu_Kalluri
CST3	Myeloid cells 4:Raghu_Kalluri
OGFRL1	Myeloid cells 4:Raghu_Kalluri
H2AFY	Myeloid cells 4:Raghu_Kalluri
PLEK	Myeloid cells 4:Raghu_Kalluri
RNASE6	Myeloid cells 4:Raghu_Kalluri
CTSS	Myeloid cells 4:Raghu_Kalluri
TRAF1	Myeloid cells 4:Raghu_Kalluri
DENND4A	Myeloid cells 4:Raghu_Kalluri
BASP1	Myeloid cells 4:Raghu_Kalluri
NFKB1	Myeloid cells 4:Raghu_Kalluri
IRF5	Myeloid cells 4:Raghu_Kalluri
EVI2A	Myeloid cells 4:Raghu_Kalluri
LY86	Myeloid cells 4:Raghu_Kalluri
REL	Myeloid cells 4:Raghu_Kalluri
RELB	Myeloid cells 4:Raghu_Kalluri
FAM105A	Myeloid cells 4:Raghu_Kalluri
CTSZ	Myeloid cells 4:Raghu_Kalluri
PLD4	Myeloid cells 4:Raghu_Kalluri
PTMS	Myeloid cells 4:Raghu_Kalluri
MDH2	Myeloid cells 4:Raghu_Kalluri
LGALS3	Myeloid cells 4:Raghu_Kalluri
DOCK10	Myeloid cells 4:Raghu_Kalluri
MKRN1	Myeloid cells 4:Raghu_Kalluri
ERP29	Myeloid cells 4:Raghu_Kalluri
CYTH4	Myeloid cells 4:Raghu_Kalluri
MARCKSL1	Myeloid cells 4:Raghu_Kalluri
S100A11	Myeloid cells 4:Raghu_Kalluri
BTG2	Myeloid cells 4:Raghu_Kalluri
YWHAH	Myeloid cells 4:Raghu_Kalluri
SERF2	Myeloid cells 4:Raghu_Kalluri
KCTD12	Myeloid cells 4:Raghu_Kalluri
LCP1	Myeloid cells 4:Raghu_Kalluri
CCDC12	Myeloid cells 4:Raghu_Kalluri
CD83	Myeloid cells 4:Raghu_Kalluri
RGS2	Myeloid cells 4:Raghu_Kalluri
SMDT1	Myeloid cells 4:Raghu_Kalluri
ZFP36	Myeloid cells 4:Raghu_Kalluri
TSPAN13	Myeloid cells 4:Raghu_Kalluri
ZYX	Myeloid cells 4:Raghu_Kalluri
TALDO1	Myeloid cells 4:Raghu_Kalluri
SDF2L1	Myeloid cells 4:Raghu_Kalluri
FABP5	Myeloid cells 4:Raghu_Kalluri
GDI2	Myeloid cells 4:Raghu_Kalluri
NR4A1	Myeloid cells 4:Raghu_Kalluri
SUB1	Myeloid cells 4:Raghu_Kalluri
ARPC1B	Myeloid cells 4:Raghu_Kalluri
FTH1	Myeloid cells 4:Raghu_Kalluri
NFKBIA	Myeloid cells 4:Raghu_Kalluri
UBL3	Myeloid cells 4:Raghu_Kalluri
SH3BGRL3	Myeloid cells 4:Raghu_Kalluri
GNAI2	Myeloid cells 4:Raghu_Kalluri
PICALM	Myeloid cells 4:Raghu_Kalluri
IFITM2	Myeloid cells 4:Raghu_Kalluri
MPC1	Myeloid cells 4:Raghu_Kalluri
ACTG1	Myeloid cells 4:Raghu_Kalluri
CYBA	Myeloid cells 4:Raghu_Kalluri
DUSP1	Myeloid cells 4:Raghu_Kalluri
FAM49B	Myeloid cells 4:Raghu_Kalluri
ACTB	Myeloid cells 4:Raghu_Kalluri
H3F3A	Myeloid cells 4:Raghu_Kalluri
ID2	Myeloid cells 4:Raghu_Kalluri
ATPIF1	Myeloid cells 4:Raghu_Kalluri
IER5	Myeloid cells 4:Raghu_Kalluri
CDC42	Myeloid cells 4:Raghu_Kalluri
ATP6V0E	Myeloid cells 4:Raghu_Kalluri
CDKN1A	Myeloid cells 4:Raghu_Kalluri
PITPNA	Myeloid cells 4:Raghu_Kalluri
ISCU	Myeloid cells 4:Raghu_Kalluri
CALM3	Myeloid cells 4:Raghu_Kalluri
ARPC2	Myeloid cells 4:Raghu_Kalluri
HSPA1A	Myeloid cells 4:Raghu_Kalluri
VAMP8	Myeloid cells 4:Raghu_Kalluri
ARPC5	Myeloid cells 4:Raghu_Kalluri
CRIP1	Myeloid cells 4:Raghu_Kalluri
CAPZA2	Myeloid cells 4:Raghu_Kalluri
SEC61B	Myeloid cells 4:Raghu_Kalluri
PFN1	Myeloid cells 4:Raghu_Kalluri
KDM6B	Myeloid cells 4:Raghu_Kalluri
PLAC8	Myeloid cells 4:Raghu_Kalluri
ZFAND6	Myeloid cells 4:Raghu_Kalluri
IL23 	Macrophage M1:Zhang 2021
TNF 	Macrophage M1:Zhang 2021
CXCL9 	Macrophage M1:Zhang 2021
CXCL10 	Macrophage M1:Zhang 2021
CXCL11 	Macrophage M1:Zhang 2021
CD86 	Macrophage M1:Zhang 2021
IL1A 	Macrophage M1:Zhang 2021
IL1B 	Macrophage M1:Zhang 2021
IL6 	Macrophage M1:Zhang 2021
CCL5 	Macrophage M1:Zhang 2021
IRF5 	Macrophage M1:Zhang 2021
IRF1 	Macrophage M1:Zhang 2021
CD40 	Macrophage M1:Zhang 2021
IDO1 	Macrophage M1:Zhang 2021
KYNU 	Macrophage M1:Zhang 2021
CCR7 	Macrophage M1:Zhang 2021
IL4R 	Macrophage M2:Zhang 2021
CCL4 	Macrophage M2:Zhang 2021
CCL13 	Macrophage M2:Zhang 2021
CCL20 	Macrophage M2:Zhang 2021
CCL17 	Macrophage M2:Zhang 2021
CCL18 	Macrophage M2:Zhang 2021
CCL22 	Macrophage M2:Zhang 2021
CCL24 	Macrophage M2:Zhang 2021
LYVE1 	Macrophage M2:Zhang 2021
VEGFA 	Macrophage M2:Zhang 2021
VEGFB 	Macrophage M2:Zhang 2021
VEGFC 	Macrophage M2:Zhang 2021
VEGFD 	Macrophage M2:Zhang 2021
EGF 	Macrophage M2:Zhang 2021
CTSA 	Macrophage M2:Zhang 2021
CTSB 	Macrophage M2:Zhang 2021
CTSC 	Macrophage M2:Zhang 2021
CTSD 	Macrophage M2:Zhang 2021
TGFB1 	Macrophage M2:Zhang 2021
TGFB2 	Macrophage M2:Zhang 2021
TGFB3 	Macrophage M2:Zhang 2021
MMP14 	Macrophage M2:Zhang 2021
MMP19 	Macrophage M2:Zhang 2021
MMP9 	Macrophage M2:Zhang 2021
CLEC7A 	Macrophage M2:Zhang 2021
WNT7B 	Macrophage M2:Zhang 2021
FASL 	Macrophage M2:Zhang 2021
TNFSF12 	Macrophage M2:Zhang 2021
TNFSF8 	Macrophage M2:Zhang 2021
CD276 	Macrophage M2:Zhang 2021
VTCN1 	Macrophage M2:Zhang 2021
MSR1 	Macrophage M2:Zhang 2021
FN1 	Macrophage M2:Zhang 2021
IRF4 	Macrophage M2:Zhang 2021
